dataset,datim_dataelement,shortname,code,dataelement,dataelementuid,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 15-19, Male, No Contact Outcome - Died, Positive",A5A8LKqJw4w,"15-19, Male, Positive, No Contact Outcome - Died",JfqteYCFoFi,JfqteYCFoFi
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 15-19, Male, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",A5A8LKqJw4w,"15-19, Male, Positive, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",Vvb8cGNvHX6,Vvb8cGNvHX6
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 15-19, Male,  No Contact Outcome - Interruption in Treatment (<3 Months Treatment), Positive",A5A8LKqJw4w,"15-19, Male, Positive, No Contact Outcome - Interruption in Treatment (<3 Months Treatment)",ZFGLenQ7Vu1,ZFGLenQ7Vu1
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 15-19, Male, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",A5A8LKqJw4w,"15-19, Male, Positive, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",IQbJcHMWaa4,IQbJcHMWaa4
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 15-19, Male, No Contact Outcome - Refused (Stopped) Treatment, Positive",A5A8LKqJw4w,"15-19, Male, Positive, No Contact Outcome - Refused (Stopped) Treatment",Je9aNLVbArF,Je9aNLVbArF
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 15-19, Male, No Contact Outcome - Transferred Out, Positive",A5A8LKqJw4w,"15-19, Male, Positive, No Contact Outcome - Transferred Out",JKwfZmJSozf,JKwfZmJSozf
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Female, No Contact Outcome - Died, Positive",A5A8LKqJw4w,"<1, Female, Positive, No Contact Outcome - Died",eU6i1bssoWO,eU6i1bssoWO
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Female, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",A5A8LKqJw4w,"<1, Female, Positive, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",rJDihOZMgEl,rJDihOZMgEl
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Female,  No Contact Outcome - Interruption in Treatment (<3 Months Treatment), Positive",A5A8LKqJw4w,"<1, Female, Positive, No Contact Outcome - Interruption in Treatment (<3 Months Treatment)",G3MaKn8PZ0U,G3MaKn8PZ0U
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Female, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",A5A8LKqJw4w,"<1, Female, Positive, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",FA0knMY1LDW,FA0knMY1LDW
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Female, No Contact Outcome - Refused (Stopped) Treatment, Positive",A5A8LKqJw4w,"<1, Female, Positive, No Contact Outcome - Refused (Stopped) Treatment",g5YklbZwlEk,g5YklbZwlEk
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Female, No Contact Outcome - Transferred Out, Positive",A5A8LKqJw4w,"<1, Female, Positive, No Contact Outcome - Transferred Out",AubF6uEXmKd,AubF6uEXmKd
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Male, No Contact Outcome - Died, Positive",A5A8LKqJw4w,"<1, Male, Positive, No Contact Outcome - Died",BbAX12tXxoB,BbAX12tXxoB
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Male, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",A5A8LKqJw4w,"<1, Male, Positive, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",S5xZRQ6w4e7,S5xZRQ6w4e7
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Male,  No Contact Outcome - Interruption in Treatment (<3 Months Treatment), Positive",A5A8LKqJw4w,"<1, Male, Positive, No Contact Outcome - Interruption in Treatment (<3 Months Treatment)",DlX3eVkGFzq,DlX3eVkGFzq
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Male, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",A5A8LKqJw4w,"<1, Male, Positive, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",ouhv2oHOXk1,ouhv2oHOXk1
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Male, No Contact Outcome - Refused (Stopped) Treatment, Positive",A5A8LKqJw4w,"<1, Male, Positive, No Contact Outcome - Refused (Stopped) Treatment",KYd0U7O70NQ,KYd0U7O70NQ
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | <1, Male, No Contact Outcome - Transferred Out, Positive",A5A8LKqJw4w,"<1, Male, Positive, No Contact Outcome - Transferred Out",U2RWE3h56CO,U2RWE3h56CO
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Female, No Contact Outcome - Died, Positive",A5A8LKqJw4w,"20-24, Female, Positive, No Contact Outcome - Died",atDiv54UYZo,atDiv54UYZo
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Female, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",A5A8LKqJw4w,"20-24, Female, Positive, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",J0TqWxXDOIE,J0TqWxXDOIE
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Female,  No Contact Outcome - Interruption in Treatment (<3 Months Treatment), Positive",A5A8LKqJw4w,"20-24, Female, Positive, No Contact Outcome - Interruption in Treatment (<3 Months Treatment)",TcXCAJA1yHt,TcXCAJA1yHt
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Female, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",A5A8LKqJw4w,"20-24, Female, Positive, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",pbUynNfGK0S,pbUynNfGK0S
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Female, No Contact Outcome - Refused (Stopped) Treatment, Positive",A5A8LKqJw4w,"20-24, Female, Positive, No Contact Outcome - Refused (Stopped) Treatment",OPFHHVZDK1r,OPFHHVZDK1r
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Female, No Contact Outcome - Transferred Out, Positive",A5A8LKqJw4w,"20-24, Female, Positive, No Contact Outcome - Transferred Out",n8AzvRLjwXD,n8AzvRLjwXD
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Male, No Contact Outcome - Died, Positive",A5A8LKqJw4w,"20-24, Male, Positive, No Contact Outcome - Died",ox3NP0seiMD,ox3NP0seiMD
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Male, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",A5A8LKqJw4w,"20-24, Male, Positive, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",qQZA1WQGPub,qQZA1WQGPub
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Male,  No Contact Outcome - Interruption in Treatment (<3 Months Treatment), Positive",A5A8LKqJw4w,"20-24, Male, Positive, No Contact Outcome - Interruption in Treatment (<3 Months Treatment)",yZF2R0tMIld,yZF2R0tMIld
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Male, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",A5A8LKqJw4w,"20-24, Male, Positive, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",kQ8EwwDLLbb,kQ8EwwDLLbb
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Male, No Contact Outcome - Refused (Stopped) Treatment, Positive",A5A8LKqJw4w,"20-24, Male, Positive, No Contact Outcome - Refused (Stopped) Treatment",lygEeLOwGGb,lygEeLOwGGb
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 20-24, Male, No Contact Outcome - Transferred Out, Positive",A5A8LKqJw4w,"20-24, Male, Positive, No Contact Outcome - Transferred Out",fEdtTIfIdR4,fEdtTIfIdR4
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Female, No Contact Outcome - Died, Positive",A5A8LKqJw4w,"25-29, Female, Positive, No Contact Outcome - Died",rzbhrCwPWJH,rzbhrCwPWJH
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Female, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",A5A8LKqJw4w,"25-29, Female, Positive, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",TkicsFXjDV7,TkicsFXjDV7
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Female,  No Contact Outcome - Interruption in Treatment (<3 Months Treatment), Positive",A5A8LKqJw4w,"25-29, Female, Positive, No Contact Outcome - Interruption in Treatment (<3 Months Treatment)",McHqtfGyZnD,McHqtfGyZnD
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Female, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",A5A8LKqJw4w,"25-29, Female, Positive, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",fESfvZyGsns,fESfvZyGsns
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Female, No Contact Outcome - Refused (Stopped) Treatment, Positive",A5A8LKqJw4w,"25-29, Female, Positive, No Contact Outcome - Refused (Stopped) Treatment",Mj7botN2MPo,Mj7botN2MPo
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Female, No Contact Outcome - Transferred Out, Positive",A5A8LKqJw4w,"25-29, Female, Positive, No Contact Outcome - Transferred Out",BwvJcXt5651,BwvJcXt5651
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Male, No Contact Outcome - Died, Positive",A5A8LKqJw4w,"25-29, Male, Positive, No Contact Outcome - Died",lDK6jH4Gb1M,lDK6jH4Gb1M
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Male, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",A5A8LKqJw4w,"25-29, Male, Positive, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",kZDFibrfMX2,kZDFibrfMX2
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Male,  No Contact Outcome - Interruption in Treatment (<3 Months Treatment), Positive",A5A8LKqJw4w,"25-29, Male, Positive, No Contact Outcome - Interruption in Treatment (<3 Months Treatment)",HIpI594GPOQ,HIpI594GPOQ
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Male, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",A5A8LKqJw4w,"25-29, Male, Positive, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",lIWe3HZdU68,lIWe3HZdU68
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Male, No Contact Outcome - Refused (Stopped) Treatment, Positive",A5A8LKqJw4w,"25-29, Male, Positive, No Contact Outcome - Refused (Stopped) Treatment",IqOwuwJEwXE,IqOwuwJEwXE
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 25-29, Male, No Contact Outcome - Transferred Out, Positive",A5A8LKqJw4w,"25-29, Male, Positive, No Contact Outcome - Transferred Out",CFvlyMfR76H,CFvlyMfR76H
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 30-34, Female, No Contact Outcome - Died, Positive",A5A8LKqJw4w,"30-34, Female, Positive, No Contact Outcome - Died",EkI2s3Sc10V,EkI2s3Sc10V
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 30-34, Female, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",A5A8LKqJw4w,"30-34, Female, Positive, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",akAAFgbBjxz,akAAFgbBjxz
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 30-34, Female,  No Contact Outcome - Interruption in Treatment (<3 Months Treatment), Positive",A5A8LKqJw4w,"30-34, Female, Positive, No Contact Outcome - Interruption in Treatment (<3 Months Treatment)",gCAmNTnR32N,gCAmNTnR32N
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 30-34, Female, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",A5A8LKqJw4w,"30-34, Female, Positive, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",p5xoPJKDqZm,p5xoPJKDqZm
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 30-34, Female, No Contact Outcome - Refused (Stopped) Treatment, Positive",A5A8LKqJw4w,"30-34, Female, Positive, No Contact Outcome - Refused (Stopped) Treatment",r1zRmvaBqpg,r1zRmvaBqpg
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 30-34, Female, No Contact Outcome - Transferred Out, Positive",A5A8LKqJw4w,"30-34, Female, Positive, No Contact Outcome - Transferred Out",wvKRik11Mcr,wvKRik11Mcr
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 30-34, Male, No Contact Outcome - Died, Positive",A5A8LKqJw4w,"30-34, Male, Positive, No Contact Outcome - Died",uWbyJteCixP,uWbyJteCixP
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 30-34, Male, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",A5A8LKqJw4w,"30-34, Male, Positive, No Contact Outcome - Interruption in Treatment (3-5 Months Treatment)",N7yWFqJgUu0,N7yWFqJgUu0
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 30-34, Male,  No Contact Outcome - Interruption in Treatment (<3 Months Treatment), Positive",A5A8LKqJw4w,"30-34, Male, Positive, No Contact Outcome - Interruption in Treatment (<3 Months Treatment)",cntPvRlAlyF,cntPvRlAlyF
MER Results: Facility Based,"TX_ML (N, DSD, Age/Sex/ARTNoContactReason/HIVStatus): On ART no clinical contact","TX_ML (N, DSD, Age/Sex/ARTNoContact/HIVStatus)",TX_ML_N_DSD_Age_Sex_ARTNoContact_HIVStatus,"echo_TX_ML_N_Age_Sex_ARTNoContact_HIVStatus | 30-34, Male, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",A5A8LKqJw4w,"30-34, Male, Positive, No Contact Outcome - Interruption In Treatment (6+ Months Treatment)",UNzq36aQmCV,UNzq36aQmCV
